method,ranker,dataset,category,target_idx,L,r_before,r_after,score_orig,score_adv,nrg,success@0.1,promote@0.1,success@0.2,promote@0.2
clean,bge-reranker-v2-m3,ragroll,network attached storage,6,8,4,4,0.016929399222135544,0.01692950166761875,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,network attached storage,7,8,3,3,0.038705382496118546,0.03870539367198944,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,network attached storage,8,8,8,8,0.0015118069713935256,0.0015118065057322383,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,noise-canceling headphone,1,8,5,5,0.04122738912701607,0.04122742637991905,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,noise-canceling headphone,2,8,7,7,0.012235757894814014,0.012235746718943119,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,noise-canceling headphone,3,8,6,6,0.014047438278794289,0.014047425240278244,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,noise-canceling headphone,4,8,1,1,0.9685173630714417,0.9685173630714417,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,noise-canceling headphone,5,8,8,8,0.010111388750374317,0.010111408308148384,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,noise-canceling headphone,6,8,3,3,0.7647053599357605,0.7647054195404053,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,noise-canceling headphone,7,8,4,4,0.05835401266813278,0.05835398659110069,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,noise-canceling headphone,8,8,2,2,0.778590202331543,0.7785900831222534,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,paint sprayer,1,8,4,4,0.04325088486075401,0.043250974267721176,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,paint sprayer,2,8,6,6,0.002746421843767166,0.002746405778452754,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,paint sprayer,3,8,3,3,0.09200592339038849,0.09200549125671387,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,paint sprayer,4,8,5,5,0.01597316935658455,0.015973182395100594,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,paint sprayer,5,8,8,8,5.719386535929516e-05,5.7193807151634246e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,paint sprayer,6,8,2,2,0.13954153656959534,0.13954228162765503,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,paint sprayer,7,8,7,7,0.0013077659532427788,0.001307767815887928,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,paint sprayer,8,8,1,1,0.8072152733802795,0.8072149157524109,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,pool cleaner,1,8,3,3,0.6175205707550049,0.6175214052200317,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pool cleaner,2,8,5,5,0.5225204229354858,0.5225192904472351,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pool cleaner,3,8,2,2,0.6380282640457153,0.6380277872085571,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,pool cleaner,4,8,7,7,0.45780259370803833,0.4578026831150055,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pool cleaner,5,8,6,6,0.48748835921287537,0.4874887466430664,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pool cleaner,6,8,1,1,0.6769962906837463,0.6769964098930359,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,pool cleaner,7,8,8,8,0.004322089720517397,0.004322235006839037,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pool cleaner,8,8,4,4,0.5328954458236694,0.532895028591156,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable air conditioner,1,8,3,3,0.8354513049125671,0.835451066493988,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable air conditioner,2,8,2,2,0.8389466404914856,0.8389464020729065,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,portable air conditioner,3,8,7,7,0.2927100956439972,0.2927097976207733,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable air conditioner,4,8,8,8,0.03773089498281479,0.037730906158685684,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable air conditioner,5,8,5,5,0.8141508102416992,0.8141510486602783,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable air conditioner,6,8,4,4,0.8202529549598694,0.8202530145645142,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable air conditioner,7,8,6,6,0.7385547757148743,0.7385544180870056,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable air conditioner,8,8,1,1,0.9207497239112854,0.9207494854927063,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,portable speaker,1,7,2,2,0.3112858235836029,0.31128647923469543,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,portable speaker,2,7,3,3,0.2518694996833801,0.25186988711357117,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable speaker,3,7,7,7,0.006565058138221502,0.006565088871866465,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable speaker,4,7,1,1,0.733135998249054,0.7331363558769226,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,portable speaker,5,7,5,5,0.03980182856321335,0.039801955223083496,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable speaker,6,7,6,6,0.015926318243145943,0.015926234424114227,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,portable speaker,7,7,4,4,0.07163865864276886,0.07163871824741364,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pressure washer,1,8,3,3,0.7198959589004517,0.7198959589004517,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pressure washer,2,8,8,8,0.013201473280787468,0.013201486319303513,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pressure washer,3,8,1,1,0.9190398454666138,0.9190401434898376,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,pressure washer,4,8,4,4,0.6117634773254395,0.6117643117904663,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pressure washer,5,8,7,7,0.13713152706623077,0.13713182508945465,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pressure washer,6,8,5,5,0.5513129234313965,0.5513134598731995,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pressure washer,7,8,6,6,0.35785189270973206,0.3578518331050873,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,pressure washer,8,8,2,2,0.7440100312232971,0.7440100908279419,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,robot vacuum,1,8,3,3,0.6559550762176514,0.6559553146362305,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,robot vacuum,2,8,2,2,0.7547666430473328,0.754766583442688,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,robot vacuum,3,8,5,5,0.09267713129520416,0.09267697483301163,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,robot vacuum,4,8,8,8,0.0036485325545072556,0.003648496000096202,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,robot vacuum,5,8,1,1,0.7904519438743591,0.7904519438743591,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,robot vacuum,6,8,7,7,0.005208935122936964,0.005208913236856461,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,robot vacuum,7,8,4,4,0.2557412087917328,0.25574225187301636,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,robot vacuum,8,8,6,6,0.007408723700791597,0.007408734876662493,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,screw driver,1,8,5,5,0.12144865095615387,0.12144862115383148,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,screw driver,2,8,8,8,6.311684410320595e-05,6.31166622042656e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,screw driver,3,8,6,6,0.08928649127483368,0.08928631991147995,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,screw driver,4,8,7,7,0.06045655906200409,0.06045672670006752,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,screw driver,5,8,3,3,0.1861448884010315,0.1861443817615509,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,screw driver,6,8,1,1,0.4528411030769348,0.45284178853034973,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,screw driver,7,8,2,2,0.25483518838882446,0.25483593344688416,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,screw driver,8,8,4,4,0.17744851112365723,0.17744898796081543,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,shampoo,1,8,3,3,0.11248872429132462,0.11248845607042313,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,shampoo,2,8,8,8,0.014788942411541939,0.014788915403187275,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,shampoo,3,8,1,1,0.15505826473236084,0.155058354139328,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,shampoo,4,8,2,2,0.11437784880399704,0.1143777146935463,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,shampoo,5,8,7,7,0.023315105587244034,0.02331514284014702,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,shampoo,6,8,5,5,0.03216277435421944,0.032162442803382874,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,shampoo,7,8,4,4,0.04993207007646561,0.049932029098272324,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,shampoo,8,8,6,6,0.026699936017394066,0.02669999748468399,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,skin cleansing brush,1,8,1,1,0.7206570506095886,0.7206573486328125,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,skin cleansing brush,2,8,2,2,0.5708735585212708,0.5708732008934021,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,skin cleansing brush,3,8,4,4,0.4073036015033722,0.4073030352592468,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,skin cleansing brush,4,8,8,8,0.0008608280913904309,0.0008608285570517182,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,skin cleansing brush,5,8,5,5,0.25020888447761536,0.2502087652683258,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,skin cleansing brush,6,8,3,3,0.44958582520484924,0.4495861530303955,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,skin cleansing brush,7,8,7,7,0.024757705628871918,0.0247577466070652,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,skin cleansing brush,8,8,6,6,0.03379756957292557,0.033797524869441986,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,sleeping bag,1,8,1,1,0.3946039080619812,0.3946032226085663,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,sleeping bag,2,8,3,3,0.33508214354515076,0.33508190512657166,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,sleeping bag,3,8,5,5,0.21510036289691925,0.2151002287864685,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,sleeping bag,4,8,4,4,0.2887750267982483,0.2887744903564453,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,sleeping bag,5,8,2,2,0.3751260042190552,0.3751257359981537,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,sleeping bag,6,8,7,7,0.12580904364585876,0.1258087456226349,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,sleeping bag,7,8,6,6,0.14357775449752808,0.14357496798038483,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,sleeping bag,8,8,8,8,0.12516947090625763,0.12516914308071136,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,slow cooker,1,8,7,7,0.012442918494343758,0.012442936189472675,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,slow cooker,2,8,8,8,0.008593704551458359,0.008593675680458546,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,slow cooker,3,8,1,1,0.22975261509418488,0.22975221276283264,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,slow cooker,4,8,6,6,0.06560632586479187,0.06560616940259933,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,slow cooker,5,8,3,3,0.20622289180755615,0.20622289180755615,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,slow cooker,6,8,5,5,0.10563965141773224,0.10563927888870239,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,slow cooker,7,8,2,2,0.20717568695545197,0.2071760892868042,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,slow cooker,8,8,4,4,0.1863139122724533,0.18631403148174286,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,smartphone,1,8,1,1,0.26330357789993286,0.2633034586906433,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,smartphone,2,8,5,5,0.09053913503885269,0.0905386209487915,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,smartphone,3,8,3,3,0.1345200091600418,0.13451996445655823,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,smartphone,4,8,8,8,0.05272960662841797,0.05272991582751274,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,smartphone,5,8,7,7,0.07128901779651642,0.07128900289535522,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,smartphone,6,8,2,2,0.1407661736011505,0.14076605439186096,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,smartphone,7,8,4,4,0.11887180060148239,0.11887028813362122,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,smartphone,8,8,6,6,0.08388415724039078,0.08388366550207138,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,solid state drive,1,8,2,2,0.11280404776334763,0.11280404776334763,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,solid state drive,2,8,5,5,0.07536736875772476,0.07536741346120834,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,solid state drive,3,8,8,8,0.017665477469563484,0.017665434628725052,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,solid state drive,4,8,4,4,0.09013432264328003,0.09013451635837555,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,solid state drive,5,8,7,7,0.058169107884168625,0.05816929414868355,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,solid state drive,6,8,1,1,0.19207072257995605,0.1920706331729889,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,solid state drive,7,8,6,6,0.07098109275102615,0.07098102569580078,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,solid state drive,8,8,3,3,0.09836775809526443,0.09836764633655548,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,space heater,1,8,5,5,0.0036476885434240103,0.0036476829554885626,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,space heater,2,8,1,1,0.6958147883415222,0.695814847946167,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,space heater,3,8,7,7,0.0016325232572853565,0.0016325170872732997,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,space heater,4,8,3,3,0.0040766894817352295,0.00407668761909008,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,space heater,5,8,2,2,0.004078010097146034,0.004077783320099115,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,space heater,6,8,4,4,0.0036677871830761433,0.0036677818279713392,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,space heater,7,8,6,6,0.0024838591925799847,0.002483871066942811,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,space heater,8,8,8,8,0.00014087502495385706,0.00014087608724366874,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,string trimmer,1,8,7,7,0.006323406472802162,0.006323412526398897,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,string trimmer,2,8,4,4,0.7395438551902771,0.7395442724227905,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,string trimmer,3,8,8,8,0.004792302846908569,0.004792477935552597,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,string trimmer,4,8,1,1,0.8351418375968933,0.8351414799690247,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,string trimmer,5,8,6,6,0.5407559871673584,0.5407559871673584,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,string trimmer,6,8,2,2,0.8159744143486023,0.8159740567207336,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,string trimmer,7,8,3,3,0.7763723134994507,0.7763721346855164,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,string trimmer,8,8,5,5,0.7370402216911316,0.7370396852493286,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tablet,1,8,7,7,0.0129616167396307,0.012961586937308311,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tablet,2,8,8,8,0.0037740308325737715,0.0037740273401141167,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tablet,3,8,1,1,0.2164391428232193,0.2164383828639984,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,tablet,4,8,6,6,0.08538404107093811,0.08538441359996796,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tablet,5,8,5,5,0.11066113412380219,0.11066106706857681,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tablet,6,8,4,4,0.14202238619327545,0.14202219247817993,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tablet,7,8,2,2,0.17056886851787567,0.17056803405284882,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,tablet,8,8,3,3,0.14726850390434265,0.14726859331130981,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tent,1,8,5,5,0.07770712673664093,0.07770728319883347,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tent,2,8,2,2,0.16782666742801666,0.1678270399570465,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,tent,3,8,3,3,0.13551869988441467,0.13551869988441467,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tent,4,8,8,8,0.024325063452124596,0.024325108155608177,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tent,5,8,4,4,0.0930733010172844,0.09307334572076797,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tent,6,8,1,1,0.19406762719154358,0.19406767189502716,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,tent,7,8,6,6,0.05973627790808678,0.059736236929893494,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tent,8,8,7,7,0.05870562419295311,0.058705661445856094,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tool chest,1,8,3,3,0.0004987835418432951,0.0004987861611880362,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tool chest,2,8,1,1,0.1471463292837143,0.14714661240577698,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,tool chest,3,8,5,5,7.497659680666402e-05,7.497680780943483e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tool chest,4,8,4,4,0.00012532173423096538,0.00012532186519820243,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tool chest,5,8,7,7,1.6180605598492548e-05,1.6180605598492548e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tool chest,6,8,8,8,1.6108964700833894e-05,1.6108964700833894e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,tool chest,7,8,2,2,0.11185469478368759,0.11185435950756073,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,tool chest,8,8,6,6,2.27885611820966e-05,2.278854117321316e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,washing machine,1,8,2,2,0.16415764391422272,0.1641579270362854,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,washing machine,2,8,7,7,0.04671650752425194,0.04671632498502731,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,washing machine,3,8,6,6,0.0506850928068161,0.050684988498687744,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,washing machine,4,8,1,1,0.20145060122013092,0.20144933462142944,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,washing machine,5,8,8,8,0.01497296430170536,0.014973041601479053,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,washing machine,6,8,5,5,0.05833252891898155,0.05833260715007782,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,washing machine,7,8,3,3,0.12404661625623703,0.12404678016901016,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,washing machine,8,8,4,4,0.07861550152301788,0.07861548662185669,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wet-dry vacuum,1,8,4,4,0.6470698714256287,0.6470706462860107,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wet-dry vacuum,2,8,5,5,0.6038198471069336,0.6038203239440918,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wet-dry vacuum,3,8,3,3,0.6624310612678528,0.6624309420585632,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wet-dry vacuum,4,8,8,8,0.5834635496139526,0.5834636688232422,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wet-dry vacuum,5,8,7,7,0.589425265789032,0.5894250869750977,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wet-dry vacuum,6,8,2,2,0.7293506264686584,0.7293510437011719,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,wet-dry vacuum,7,8,1,1,0.7421145439147949,0.7421144843101501,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,wet-dry vacuum,8,8,6,6,0.6016396284103394,0.6016397476196289,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wifi router,1,8,7,7,0.06458074599504471,0.06458062678575516,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wifi router,2,8,5,5,0.3103449046611786,0.31034407019615173,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wifi router,3,8,6,6,0.1545446813106537,0.15454450249671936,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wifi router,4,8,8,8,0.028866222128272057,0.02886618673801422,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wifi router,5,8,3,3,0.38755249977111816,0.3875521719455719,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wifi router,6,8,1,1,0.7424348592758179,0.7424349784851074,0.0,1,0,1,0
clean,bge-reranker-v2-m3,ragroll,wifi router,7,8,4,4,0.32813623547554016,0.3281369209289551,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wifi router,8,8,2,2,0.5172016620635986,0.5172014832496643,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,wood router,1,8,7,7,0.0003015078546013683,0.0003015090187545866,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wood router,2,8,5,5,0.0004483660450205207,0.00044836325105279684,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wood router,3,8,2,2,0.35122624039649963,0.35122713446617126,0.0,0,0,1,0
clean,bge-reranker-v2-m3,ragroll,wood router,4,8,4,4,0.000878585153259337,0.0008785842801444232,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wood router,5,8,6,6,0.00043947974336333573,0.0004394799761939794,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wood router,6,8,8,8,0.0002514283114578575,0.0002514280495233834,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wood router,7,8,3,3,0.0019548870623111725,0.0019548945128917694,0.0,0,0,0,0
clean,bge-reranker-v2-m3,ragroll,wood router,8,8,1,1,0.42295923829078674,0.422958642244339,0.0,1,0,1,0
clean,bge-reranker-v2-m3,stsdata,books,1,10,6,6,0.026640474796295166,0.026640385389328003,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,books,2,10,9,9,0.020537463948130608,0.020537594333291054,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,books,3,10,10,10,0.018872760236263275,0.018872719258069992,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,books,4,10,8,8,0.02056294120848179,0.02056289277970791,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,books,5,10,7,7,0.025540791451931,0.025540759786963463,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,books,6,10,2,2,0.03755330666899681,0.03755316883325577,0.0,0,0,1,0
clean,bge-reranker-v2-m3,stsdata,books,7,10,3,3,0.03218761831521988,0.03218771144747734,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,books,8,10,1,1,0.046135254204273224,0.04613532871007919,0.0,1,0,1,0
clean,bge-reranker-v2-m3,stsdata,books,9,10,5,5,0.027288073673844337,0.027288110926747322,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,books,10,10,4,4,0.029808472841978073,0.029808513820171356,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,cameras,1,10,2,2,0.14105674624443054,0.14105713367462158,0.0,0,0,1,0
clean,bge-reranker-v2-m3,stsdata,cameras,2,10,1,1,0.15028038620948792,0.15028047561645508,0.0,1,0,1,0
clean,bge-reranker-v2-m3,stsdata,cameras,3,10,5,5,0.10021772235631943,0.10021768510341644,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,cameras,4,10,6,6,0.09965986758470535,0.09965959191322327,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,cameras,5,10,8,8,0.09103645384311676,0.09103665500879288,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,cameras,6,10,10,10,0.06970767676830292,0.0697077214717865,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,cameras,7,10,7,7,0.09368792176246643,0.09368787705898285,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,cameras,8,10,3,3,0.1263248324394226,0.1263248324394226,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,cameras,9,10,4,4,0.11348244547843933,0.11348244547843933,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,cameras,10,10,9,9,0.08938432484865189,0.08938425034284592,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,coffee_machines,1,10,10,10,0.15761280059814453,0.15761253237724304,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,coffee_machines,2,10,4,4,0.46561989188194275,0.46562087535858154,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,coffee_machines,3,10,5,5,0.3698238432407379,0.3698234558105469,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,coffee_machines,4,10,3,3,0.518406331539154,0.5184066295623779,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,coffee_machines,5,10,8,8,0.23993748426437378,0.2399379014968872,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,coffee_machines,6,10,2,2,0.7113754749298096,0.71137535572052,0.0,0,0,1,0
clean,bge-reranker-v2-m3,stsdata,coffee_machines,7,10,9,9,0.20109257102012634,0.2010921686887741,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,coffee_machines,8,10,6,6,0.3525528311729431,0.3525528609752655,0.0,0,0,0,0
