method,base_method,ranker,dataset,category,target_idx,target_name,L,K,agg,r_before,r_after,ranks_before,ranks_after,nrg,success@0.1,promote@0.1,success@0.2,promote@0.2,kvr,kvr_hits,kvr_suffix_only,kvr_orig,adv_len_chars,suffix_len_chars,select_rule
zero_shot,zero_shot,gpt-4o-mini,ragroll,curling iron,1,Sultra,8,10,median,2.5,1.0,"[1, 1, 1, 4, 4, 2, 4, 5, 3, 1]","[1, 1, 1, 1, 2, 1, 4, 5, 3, 1]",0.21428571428571427,1,1,1,1,0,,0,0,555,284,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric sander,8,Bosch,8,10,median,3.5,2.0,"[4, 2, 6, 3, 4, 3, 6, 4, 1, 3]","[1, 1, 4, 2, 2, 1, 5, 3, 1, 2]",0.21428571428571427,0,0,1,1,0,,0,0,548,297,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric sander,1,Porter-Cable,8,10,median,5.5,2.5,"[2, 8, 7, 6, 7, 5, 2, 1, 6, 3]","[1, 8, 8, 2, 4, 2, 1, 1, 4, 3]",0.42857142857142855,0,0,0,0,1,ultimate,1,0,467,226,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,curling iron,4,Remington,8,10,median,5.0,5.0,"[4, 5, 6, 5, 4, 7, 6, 6, 4, 5]","[4, 5, 6, 5, 4, 6, 6, 6, 4, 5]",0.0,0,0,0,0,0,,0,0,410,176,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric sander,6,Ryobi,8,10,median,6.0,5.5,"[7, 6, 6, 6, 2, 6, 5, 4, 6, 4]","[7, 5, 6, 6, 2, 6, 5, 4, 6, 4]",0.07142857142857142,0,0,0,0,0,,0,0,499,267,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,eyeshadow,6,NARS,8,10,median,2.0,2.0,"[2, 2, 2, 2, 3, 2, 3, 2, 2, 2]","[2, 2, 1, 2, 3, 2, 3, 2, 2, 2]",0.0,0,0,1,0,1,elevate,1,0,402,172,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric toothbrush,8,Oral-B,8,10,median,4.0,4.0,"[5, 4, 4, 4, 2, 4, 4, 5, 4, 4]","[5, 4, 6, 2, 4, 4, 6, 4, 4, 2]",0.0,0,0,0,0,1,superior,1,0,527,280,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,computer power supply,6,EVGA,8,10,median,8.0,7.5,"[8, 5, 6, 8, 8, 7, 8, 8, 7, 8]","[8, 6, 6, 8, 8, 7, 8, 7, 7, 8]",0.07142857142857142,0,0,0,0,0,,0,0,492,262,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric toothbrush,7,Colgate,8,10,median,5.5,5.0,"[6, 4, 6, 5, 6, 5, 6, 5, 5, 6]","[5, 4, 5, 4, 6, 4, 5, 5, 5, 4]",0.07142857142857142,0,0,0,0,1,superior,1,0,520,280,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,eyeshadow,2,LOral Paris,8,10,median,9.0,9.0,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]","[9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",0.0,0,0,0,0,0,,0,0,393,163,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,cordless drill,4,Bosch,8,10,median,2.0,2.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 1, 2, 2, 2, 2, 2, 2, 1]",0.0,0,0,1,0,0,,0,0,485,245,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,curling iron,7,T3,8,10,median,6.0,2.5,"[3, 2, 9, 9, 3, 3, 2, 9, 9, 9]","[3, 1, 3, 9, 3, 1, 2, 1, 9, 1]",0.5,0,0,0,0,0,,0,0,487,244,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric toothbrush,5,Quip,8,10,median,7.0,7.0,"[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]","[7, 7, 7, 7, 7, 7, 7, 8, 6, 7]",0.0,0,0,0,0,0,,0,0,490,249,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,curling iron,8,Hot Tools,8,10,median,4.0,4.0,"[6, 3, 1, 5, 4, 4, 4, 7, 4, 3]","[6, 2, 1, 5, 4, 4, 3, 7, 4, 3]",0.0,0,0,0,0,0,,0,0,459,213,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,eyeshadow,4,Tarte Cosmetics,8,10,median,6.5,3.0,"[9, 4, 3, 9, 9, 9, 3, 4, 9, 4]","[3, 3, 3, 9, 9, 9, 3, 4, 3, 3]",0.5,0,0,0,0,0,,0,0,467,241,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair dryer,3,ghd,8,10,median,5.0,5.0,"[5, 6, 5, 5, 5, 6, 5, 4, 6, 6]","[5, 6, 6, 5, 5, 6, 4, 4, 6, 5]",0.0,0,0,0,0,0,,0,0,493,263,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,curling iron,2,CROC,8,10,median,5.0,5.0,"[7, 3, 1, 1, 7, 7, 7, 1, 7, 1]","[7, 3, 2, 1, 7, 8, 7, 1, 7, 1]",0.0,0,0,0,0,0,,0,0,531,265,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,fascia gun,7,Hyperice,8,10,median,2.0,2.0,"[2, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[1, 2, 2, 1, 2, 1, 2, 2, 2, 2]",0.0,0,0,1,0,0,,0,0,472,254,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,fascia gun,2,Yunmai,8,10,median,7.0,7.5,"[5, 7, 6, 8, 7, 8, 6, 7, 8, 7]","[6, 8, 6, 8, 7, 8, 7, 7, 8, 8]",-0.07142857142857142,0,0,0,0,0,,0,0,424,206,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric sander,4,Milwaukee,8,10,median,4.0,1.0,"[1, 2, 6, 5, 4, 4, 4, 4, 1, 1]","[1, 1, 3, 1, 1, 4, 1, 1, 1, 1]",0.42857142857142855,1,1,1,1,0,,0,0,519,290,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair dryer,6,Panasonic,8,10,median,8.0,8.0,"[8, 7, 8, 8, 8, 8, 8, 8, 8, 8]","[8, 7, 8, 8, 8, 8, 8, 8, 8, 8]",0.0,0,0,0,0,0,,0,0,455,248,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric toothbrush,6,Philips,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,518,291,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair straightener,2,Drybar,8,10,median,6.0,4.0,"[6, 4, 6, 4, 6, 6, 2, 6, 7, 4]","[3, 3, 6, 4, 6, 6, 2, 4, 7, 3]",0.2857142857142857,0,0,0,0,0,,0,0,485,251,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair straightener,4,Bio Ionic,8,10,median,4.0,4.0,"[3, 5, 2, 5, 6, 2, 4, 5, 4, 2]","[2, 5, 2, 4, 4, 2, 4, 5, 4, 2]",0.0,0,0,0,0,0,,0,0,483,234,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair straightener,1,CROC,8,10,median,3.0,2.0,"[4, 3, 3, 3, 2, 7, 3, 5, 2, 5]","[2, 2, 2, 3, 2, 5, 2, 4, 2, 3]",0.14285714285714285,0,0,1,1,1,boost,0,1,496,242,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair dryer,5,Remington,8,10,median,6.0,5.5,"[6, 6, 6, 7, 5, 5, 5, 8, 3, 6]","[6, 7, 6, 4, 5, 5, 5, 8, 3, 6]",0.07142857142857142,0,0,0,0,0,,0,0,455,237,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric toothbrush,4,FOREO,8,10,median,8.0,8.0,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.0,0,0,0,0,0,,0,0,548,310,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,electric toothbrush,3,Waterpik,8,10,median,2.0,2.0,"[3, 2, 2, 3, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",0.0,0,0,1,0,1,superior,1,0,505,253,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair straightener,7,ghd,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,1,optimal,0,1,435,202,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair dryer,2,Elchim,8,10,median,2.0,2.0,"[2, 2, 2, 2, 3, 3, 3, 2, 3, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",0.0,0,0,1,0,0,,0,0,434,212,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,fascia gun,4,TimTam,8,10,median,6.0,6.0,"[7, 6, 4, 5, 6, 8, 8, 7, 4, 5]","[6, 6, 4, 5, 6, 8, 8, 7, 4, 5]",0.0,0,0,0,0,0,,0,0,488,266,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,cordless drill,2,BlackDecker,8,10,median,8.0,8.0,"[6, 6, 6, 8, 8, 8, 8, 8, 8, 7]","[6, 6, 7, 8, 8, 8, 8, 9, 8, 7]",0.0,0,0,0,0,0,,0,0,457,239,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hammock,4,Warbonnet,8,10,median,4.0,3.5,"[5, 5, 3, 5, 1, 1, 5, 4, 4, 4]","[4, 4, 2, 2, 1, 1, 5, 3, 4, 4]",0.07142857142857142,0,0,0,0,0,,0,0,554,307,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,fascia gun,5,Opove,8,10,median,3.0,2.5,"[3, 3, 3, 3, 3, 3, 3, 2, 2, 3]","[2, 2, 3, 3, 3, 2, 3, 2, 2, 3]",0.07142857142857142,0,0,0,0,0,,0,0,416,209,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair straightener,5,T3,8,10,median,3.0,2.0,"[2, 6, 4, 3, 4, 2, 3, 2, 5, 2]","[2, 3, 2, 2, 2, 2, 3, 2, 5, 1]",0.14285714285714285,0,0,1,1,0,,0,0,477,233,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,cordless drill,6,DeWalt,8,10,median,4.0,4.0,"[4, 3, 3, 4, 4, 4, 3, 4, 4, 5]","[4, 3, 3, 5, 4, 4, 3, 4, 4, 5]",0.0,0,0,0,0,0,,0,0,381,156,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair dryer,1,Parlux,8,10,median,3.0,3.0,"[3, 5, 3, 3, 3, 3, 3, 4, 3, 3]","[3, 4, 3, 3, 3, 3, 3, 4, 3, 3]",0.0,0,0,0,0,0,,0,0,478,243,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair straightener,6,Remington,8,10,median,8.0,8.0,"[8, 6, 7, 8, 8, 8, 8, 8, 6, 8]","[8, 6, 7, 8, 8, 8, 8, 8, 6, 8]",0.0,0,0,0,0,0,,0,0,455,227,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,fascia gun,3,Medcursor,8,10,median,5.5,5.0,"[4, 4, 5, 7, 4, 6, 7, 4, 7, 7]","[4, 4, 5, 5, 4, 6, 7, 4, 7, 8]",0.07142857142857142,0,0,0,0,1,ultimate,1,0,442,221,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hammock,1,Pawleys Island,8,10,median,3.5,3.0,"[2, 3, 2, 6, 2, 2, 4, 4, 5, 5]","[2, 3, 2, 4, 2, 2, 4, 4, 3, 4]",0.07142857142857142,0,0,0,0,1,elevate,1,0,442,173,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair dryer,4,BaBylissPRO,8,10,median,3.5,3.5,"[4, 3, 4, 4, 3, 4, 3, 2, 3, 4]","[4, 3, 4, 4, 3, 4, 2, 2, 3, 4]",0.0,0,0,0,0,0,,0,0,463,245,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,cordless drill,7,Skil,8,10,median,5.0,5.0,"[7, 5, 5, 6, 4, 5, 5, 8, 5, 5]","[7, 5, 5, 5, 4, 5, 5, 7, 3, 4]",0.0,0,0,0,0,1,ultimate,1,0,487,269,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hammock,3,Duracord,8,10,median,8.0,8.0,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 7]",0.0,0,0,0,0,0,,0,0,547,320,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,cordless drill,3,Hitachi Metabo HPT,8,10,median,3.0,3.0,"[3, 4, 3, 3, 3, 5, 3, 2, 4, 3]","[3, 4, 3, 3, 3, 4, 3, 2, 3, 3]",0.0,0,0,0,0,1,ultimate,1,0,480,242,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,cordless drill,1,Craftsman,8,10,median,6.0,6.0,"[5, 7, 6, 6, 6, 7, 5, 7, 6, 7]","[5, 7, 6, 5, 6, 7, 5, 6, 6, 7]",0.0,0,0,0,0,0,,0,0,457,225,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hammock,2,Yellow Leaf,8,10,median,1.0,1.0,"[1, 1, 1, 3, 1, 1, 1, 1, 1, 2]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,1,ultimate,1,0,549,299,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair dryer,8,Dyson,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,514,293,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,fascia gun,6,Renpho,8,10,median,6.0,5.5,"[6, 5, 5, 8, 6, 6, 5, 6, 6, 6]","[6, 5, 5, 7, 6, 5, 4, 5, 6, 6]",0.07142857142857142,0,0,0,0,1,ultimate,1,0,393,185,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair straightener,3,FHI Heat,8,10,median,5.5,5.0,"[6, 2, 5, 7, 6, 5, 2, 7, 2, 7]","[5, 2, 5, 7, 7, 3, 2, 7, 2, 7]",0.07142857142857142,0,0,0,0,1,ultimate,1,0,497,264,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,fascia gun,1,Achedaway,8,10,median,7.5,8.0,"[8, 7, 6, 8, 6, 8, 8, 7, 8, 5]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 5]",-0.07142857142857142,0,0,0,0,0,,0,0,534,291,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hammock,5,Vivere,8,10,median,5.0,5.0,"[5, 3, 3, 8, 6, 4, 6, 7, 5, 5]","[5, 2, 3, 8, 6, 3, 5, 5, 5, 5]",0.0,0,0,0,0,0,,0,0,440,206,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,cordless drill,8,Einhell,8,10,median,6.5,6.5,"[8, 6, 6, 6, 6, 5, 8, 7, 8, 8]","[8, 6, 6, 6, 6, 5, 8, 7, 8, 8]",0.0,0,0,0,0,0,,0,0,523,296,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hammock,8,Castaway Living,8,10,median,7.0,7.0,"[7, 7, 7, 7, 7, 7, 6, 7, 7, 7]","[7, 6, 7, 7, 6, 7, 6, 7, 7, 6]",0.0,0,0,0,0,1,ultimate,1,0,429,193,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hedge trimmer,5,DeWalt,8,10,median,3.5,2.0,"[4, 5, 3, 1, 3, 2, 4, 4, 4, 3]","[2, 4, 1, 1, 2, 2, 3, 1, 3, 3]",0.21428571428571427,0,0,1,1,0,,0,0,471,253,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,fascia gun,8,Therabody,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,1,optimal,1,0,511,279,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,cordless drill,5,Milwaukee,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,1,ultimate,1,0,454,232,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hedge trimmer,7,Ryobi,8,10,median,6.0,6.0,"[7, 7, 3, 4, 6, 7, 3, 5, 6, 7]","[7, 7, 3, 4, 6, 6, 5, 2, 6, 6]",0.0,0,0,0,0,0,,0,0,458,234,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hedge trimmer,8,BlackDecker,8,10,median,8.0,8.0,"[9, 8, 8, 9, 9, 8, 8, 9, 8, 8]","[9, 8, 8, 9, 9, 8, 8, 9, 8, 8]",0.0,0,0,0,0,0,,0,0,427,191,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hedge trimmer,6,Stihl,8,10,median,3.0,1.0,"[2, 3, 1, 1, 3, 3, 2, 5, 7, 5]","[1, 3, 1, 1, 5, 1, 1, 1, 7, 1]",0.2857142857142857,1,1,1,1,0,,0,0,480,247,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hedge trimmer,2,Poulan Pro,8,10,median,7.0,6.5,"[6, 8, 7, 7, 7, 5, 7, 7, 7, 5]","[4, 8, 7, 7, 7, 2, 6, 6, 7, 2]",0.07142857142857142,0,0,0,0,1,top|top choice,1,0,458,231,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair dryer,7,Conair,8,10,median,7.0,7.0,"[7, 7, 6, 7, 8, 8, 8, 7, 6, 7]","[8, 7, 6, 7, 7, 8, 8, 7, 6, 7]",0.0,0,0,0,0,1,ensure,1,0,484,276,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hammock,7,ENO,8,10,median,5.5,6.0,"[6, 7, 3, 3, 6, 3, 6, 7, 5, 5]","[6, 7, 3, 3, 6, 3, 6, 7, 6, 3]",-0.07142857142857142,0,0,0,0,1,elevate|ultimate,1,0,429,211,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hedge trimmer,3,Snapper,8,10,median,3.0,1.0,"[1, 2, 3, 1, 3, 3, 6, 4, 1, 4]","[1, 1, 2, 1, 2, 2, 2, 1, 1, 1]",0.2857142857142857,1,1,1,1,1,top|top choice,1,0,529,281,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,laser measure,2,Fluke,8,10,median,5.5,5.0,"[4, 6, 3, 5, 8, 6, 3, 6, 7, 4]","[2, 7, 3, 3, 7, 6, 3, 6, 7, 4]",0.07142857142857142,0,0,0,0,0,,0,0,481,242,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hair straightener,8,BaBylissPRO,8,10,median,6.5,5.5,"[7, 7, 5, 7, 6, 5, 7, 5, 7, 4]","[7, 6, 5, 6, 4, 2, 6, 2, 6, 4]",0.14285714285714285,0,0,0,0,0,,0,0,427,195,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,laser measure,4,Leica,8,10,median,5.0,5.0,"[5, 5, 5, 4, 4, 4, 7, 7, 5, 3]","[6, 5, 5, 4, 3, 4, 6, 7, 7, 2]",0.0,0,0,0,0,0,,0,0,482,262,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hammock,6,Hennessy,8,10,median,3.0,2.0,"[3, 5, 3, 3, 2, 3, 4, 1, 1, 1]","[3, 2, 2, 2, 1, 2, 3, 1, 1, 1]",0.14285714285714285,0,0,1,1,1,elevate|ultimate,1,0,521,291,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hedge trimmer,4,Husqvarna,8,10,median,3.5,2.5,"[3, 2, 2, 5, 2, 5, 5, 6, 2, 4]","[2, 2, 2, 5, 1, 4, 3, 5, 1, 4]",0.14285714285714285,0,0,0,0,0,,0,0,448,248,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lawn mower,1,Bobcat,8,10,median,1.0,1.0,"[1, 3, 1, 1, 1, 3, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,503,249,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,hedge trimmer,1,Craftsman,8,10,median,5.0,4.5,"[5, 6, 6, 3, 5, 6, 3, 5, 4, 5]","[5, 3, 6, 3, 4, 6, 2, 5, 3, 5]",0.07142857142857142,0,0,0,0,0,,0,0,525,275,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,laser measure,3,Makita,8,10,median,3.0,2.0,"[2, 2, 4, 3, 3, 5, 3, 3, 2, 1]","[1, 1, 2, 3, 3, 3, 3, 2, 2, 1]",0.14285714285714285,0,0,1,1,0,,0,0,479,245,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,laser measure,7,Bosch,8,10,median,1.5,1.0,"[3, 1, 1, 1, 2, 2, 3, 2, 1, 1]","[3, 1, 1, 1, 2, 2, 1, 1, 1, 1]",0.07142857142857142,1,1,1,0,0,,0,0,455,225,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lawn mower,3,Gravely,8,10,median,3.0,2.5,"[2, 1, 2, 3, 4, 3, 4, 3, 5, 3]","[2, 1, 2, 3, 3, 3, 3, 2, 3, 2]",0.07142857142857142,0,0,0,0,0,,0,0,488,259,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lawn mower,5,WORX,8,10,median,7.0,7.0,"[7, 7, 7, 6, 7, 7, 7, 4, 6, 7]","[7, 7, 7, 6, 7, 7, 7, 4, 6, 7]",0.0,0,0,0,0,0,,0,0,482,234,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lipstick,8,Maybelline,8,10,median,3.0,1.5,"[3, 2, 3, 5, 4, 1, 3, 2, 3, 4]","[1, 1, 2, 3, 1, 1, 2, 1, 2, 2]",0.21428571428571427,0,0,1,1,0,,0,0,427,225,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,microwave oven,5,Panasonic,8,10,median,1.0,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,416,179,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,laptop,7,Acer,8,10,median,5.0,4.5,"[4, 4, 4, 4, 5, 7, 5, 5, 5, 7]","[4, 4, 4, 4, 5, 7, 5, 4, 5, 7]",0.07142857142857142,0,0,0,0,0,,0,0,455,210,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,microwave oven,2,Breville,8,10,median,4.0,4.0,"[4, 4, 3, 3, 5, 4, 5, 4, 5, 4]","[4, 4, 3, 3, 5, 3, 5, 4, 5, 4]",0.0,0,0,0,0,1,ensure,1,0,493,260,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lawn mower,4,Troy-Bilt,8,10,median,5.0,4.0,"[4, 5, 7, 5, 4, 7, 4, 5, 4, 5]","[4, 5, 6, 4, 4, 5, 4, 5, 4, 4]",0.14285714285714285,0,0,0,0,0,,0,0,505,290,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lawn mower,2,Snapper,8,10,median,6.5,6.0,"[5, 6, 7, 6, 7, 7, 6, 4, 7, 7]","[4, 6, 7, 6, 6, 5, 5, 3, 7, 6]",0.07142857142857142,0,0,0,0,1,optimal,1,0,453,216,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lawn mower,7,Husqvarna,8,10,median,4.0,4.0,"[6, 4, 4, 6, 5, 4, 3, 3, 6, 2]","[5, 4, 2, 5, 4, 4, 3, 1, 6, 2]",0.0,0,0,0,0,0,,0,0,467,234,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,laser measure,1,Stanley,8,10,median,7.0,7.0,"[6, 7, 8, 7, 7, 7, 7, 6, 8, 8]","[5, 7, 8, 8, 6, 6, 7, 4, 8, 8]",0.0,0,0,0,0,0,,0,0,432,212,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lawn mower,8,Ariens,8,10,median,2.0,1.0,"[3, 2, 1, 3, 2, 2, 3, 2, 1, 1]","[3, 2, 1, 1, 2, 2, 1, 1, 1, 1]",0.14285714285714285,1,1,1,0,1,top|top choice,1,0,437,234,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,network attached storage,7,Synology,8,10,median,1.0,1.0,"[2, 1, 1, 1, 1, 1, 2, 3, 1, 1]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,531,308,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,network attached storage,1,ioSafe,8,10,median,5.0,5.0,"[1, 5, 5, 6, 3, 5, 1, 1, 5, 6]","[1, 5, 5, 6, 3, 5, 1, 1, 5, 6]",0.0,0,0,0,0,0,,0,0,503,246,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lipstick,4,NARS,8,10,median,4.0,1.0,"[4, 2, 1, 6, 5, 4, 2, 5, 6, 4]","[2, 1, 1, 3, 1, 1, 2, 1, 3, 1]",0.42857142857142855,1,1,1,1,0,,0,0,426,204,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lawn mower,6,RYOBI,8,10,median,8.0,8.0,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]","[8, 8, 8, 8, 8, 8, 8, 8, 8, 8]",0.0,0,0,0,0,0,,0,0,487,263,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,microwave oven,3,Farberware,8,10,median,6.0,5.5,"[5, 5, 6, 7, 6, 6, 6, 6, 7, 3]","[5, 5, 6, 5, 6, 3, 6, 6, 7, 3]",0.07142857142857142,0,0,0,0,1,elevate,1,0,483,256,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,microwave oven,4,Sharp,8,10,median,4.0,3.5,"[3, 4, 2, 4, 5, 5, 5, 3, 4, 2]","[2, 4, 2, 4, 5, 3, 5, 3, 4, 2]",0.07142857142857142,0,0,0,0,0,,0,0,367,140,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,laser measure,5,Hilti,8,10,median,1.0,1.0,"[1, 2, 2, 1, 1, 2, 3, 1, 1, 1]","[1, 1, 2, 1, 1, 2, 2, 1, 1, 1]",0.0,1,0,1,0,0,,0,0,517,292,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,lipstick,2,Charlotte Tilbury,8,10,median,7.5,7.0,"[1, 1, 5, 8, 1, 8, 7, 8, 8, 8]","[1, 1, 1, 8, 1, 7, 7, 8, 8, 8]",0.07142857142857142,0,0,0,0,0,,0,0,419,178,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,laser measure,6,DeWalt,8,10,median,5.0,5.0,"[8, 5, 3, 6, 5, 6, 5, 3, 5, 1]","[8, 5, 3, 6, 4, 6, 5, 3, 5, 1]",0.0,0,0,0,0,1,boost,1,0,474,245,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,laptop,2,Razer,8,10,median,6.0,6.0,"[5, 6, 6, 6, 6, 4, 6, 6, 4, 6]","[1, 6, 6, 6, 6, 2, 6, 6, 2, 6]",0.0,0,0,0,0,1,ultimate,1,0,528,275,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,network attached storage,2,Fujitsu,8,10,median,3.0,2.5,"[3, 3, 4, 2, 8, 2, 2, 3, 7, 2]","[3, 3, 3, 2, 8, 2, 2, 2, 3, 2]",0.07142857142857142,0,0,0,0,0,,0,0,451,211,single
zero_shot,zero_shot,gpt-4o-mini,ragroll,microwave oven,1,GE,8,10,median,7.0,7.0,"[7, 7, 7, 7, 7, 7, 5, 6, 7, 7]","[7, 7, 6, 7, 6, 7, 5, 6, 7, 7]",0.0,0,0,0,0,1,elevate,1,0,484,244,single
